#u	v	pathways
Q96GE6	O60266	hsa04015|hsa04020|hsa04024
O60266	Q96GE6	hsa04015|hsa04020|hsa04024
Q96GE6	P40145	hsa04720|hsa04015|hsa04020|hsa04024
P40145	Q96GE6	hsa04720|hsa04015|hsa04020|hsa04024
Q96GE6	Q08828	hsa04720|hsa04015|hsa04020|hsa04024
Q08828	Q96GE6	hsa04720|hsa04015|hsa04020|hsa04024
Q96GE6	O95622	hsa04015|hsa04024
O95622	Q96GE6	hsa04015|hsa04024
Q96GE6	Q08462	hsa04015|hsa04024
Q08462	Q96GE6	hsa04015|hsa04024
Q96GE6	O60503	hsa04015|hsa04024
O60503	Q96GE6	hsa04015|hsa04024
Q96GE6	Q8NFM4	hsa04015|hsa04024
Q8NFM4	Q96GE6	hsa04015|hsa04024
Q96GE6	O43306	hsa04015|hsa04024
O43306	Q96GE6	hsa04015|hsa04024
Q96GE6	P51828	hsa04015|hsa04024
P51828	Q96GE6	hsa04015|hsa04024
Q13554	O60266	hsa04024|hsa04740
O60266	Q13554	hsa04024|hsa04740
Q13554	P40145	hsa04024
P40145	Q13554	hsa04024
Q13554	Q08828	hsa04024
Q08828	Q13554	hsa04024
Q13554	O95622	hsa04024
O95622	Q13554	hsa04024
Q13554	Q08462	hsa04024
Q08462	Q13554	hsa04024
Q13554	O60503	hsa04024
O60503	Q13554	hsa04024
Q13554	Q8NFM4	hsa04024
Q8NFM4	Q13554	hsa04024
Q13554	O43306	hsa04024
O43306	Q13554	hsa04024
Q13554	P51828	hsa04024
P51828	Q13554	hsa04024
Q13557	O60266	hsa04024|hsa04740
O60266	Q13557	hsa04024|hsa04740
Q13557	P40145	hsa04024
P40145	Q13557	hsa04024
Q13557	Q08828	hsa04024
Q08828	Q13557	hsa04024
Q13557	O95622	hsa04024
O95622	Q13557	hsa04024
Q13557	Q08462	hsa04024
Q08462	Q13557	hsa04024
Q13557	O60503	hsa04024
O60503	Q13557	hsa04024
Q13557	Q8NFM4	hsa04024
Q8NFM4	Q13557	hsa04024
Q13557	O43306	hsa04024
O43306	Q13557	hsa04024
Q13557	P51828	hsa04024
P51828	Q13557	hsa04024
Q16566	O60266	hsa04024
O60266	Q16566	hsa04024
Q16566	P40145	hsa04024
P40145	Q16566	hsa04024
Q16566	Q08828	hsa04024
Q08828	Q16566	hsa04024
Q16566	O95622	hsa04024
O95622	Q16566	hsa04024
Q16566	Q08462	hsa04024
Q08462	Q16566	hsa04024
Q16566	O60503	hsa04024
O60503	Q16566	hsa04024
Q16566	Q8NFM4	hsa04024
Q8NFM4	Q16566	hsa04024
Q16566	O43306	hsa04024
O43306	Q16566	hsa04024
Q16566	P51828	hsa04024
P51828	Q16566	hsa04024
Q9UQM7	O60266	hsa04024|hsa04740
O60266	Q9UQM7	hsa04024|hsa04740
Q9UQM7	P40145	hsa04024
P40145	Q9UQM7	hsa04024
Q9UQM7	Q08828	hsa04024
Q08828	Q9UQM7	hsa04024
Q9UQM7	O95622	hsa04024
O95622	Q9UQM7	hsa04024
Q9UQM7	Q08462	hsa04024
Q08462	Q9UQM7	hsa04024
Q9UQM7	O60503	hsa04024
O60503	Q9UQM7	hsa04024
Q9UQM7	Q8NFM4	hsa04024
Q8NFM4	Q9UQM7	hsa04024
Q9UQM7	O43306	hsa04024
O43306	Q9UQM7	hsa04024
Q9UQM7	P51828	hsa04024
P51828	Q9UQM7	hsa04024
Q13555	O60266	hsa04024|hsa04740
O60266	Q13555	hsa04024|hsa04740
Q13555	P40145	hsa04024
P40145	Q13555	hsa04024
Q13555	Q08828	hsa04024
Q08828	Q13555	hsa04024
Q13555	O95622	hsa04024
O95622	Q13555	hsa04024
Q13555	Q08462	hsa04024
Q08462	Q13555	hsa04024
Q13555	O60503	hsa04024
O60503	Q13555	hsa04024
Q13555	Q8NFM4	hsa04024
Q8NFM4	Q13555	hsa04024
Q13555	O43306	hsa04024
O43306	Q13555	hsa04024
Q13555	P51828	hsa04024
P51828	Q13555	hsa04024
P17612	Q92934	hsa04024
Q92934	P17612	hsa04024
P22694	Q92934	hsa04024
Q92934	P22694	hsa04024
P22612	Q92934	hsa04024
Q92934	P22612	hsa04024
P17612	P61586	hsa04024
P61586	P17612	hsa04024
P22694	P61586	hsa04024
P61586	P22694	hsa04024
P22612	P61586	hsa04024
P61586	P22612	hsa04024
P17612	Q09472	hsa04916|hsa04024
Q09472	P17612	hsa04916|hsa04024
P17612	Q92793	hsa04916|hsa04024
Q92793	P17612	hsa04916|hsa04024
P22694	Q09472	hsa04916|hsa04024
Q09472	P22694	hsa04916|hsa04024
P22694	Q92793	hsa04916|hsa04024
Q92793	P22694	hsa04916|hsa04024
P22612	Q09472	hsa04916|hsa04024
Q09472	P22612	hsa04916|hsa04024
P22612	Q92793	hsa04916|hsa04024
Q92793	P22612	hsa04916|hsa04024
P17612	P19838	hsa04024
P19838	P17612	hsa04024
P17612	Q04206	hsa04024
Q04206	P17612	hsa04024
P22694	P19838	hsa04024
P19838	P22694	hsa04024
P22694	Q04206	hsa04024
Q04206	P22694	hsa04024
P22612	P19838	hsa04024
P19838	P22612	hsa04024
P22612	Q04206	hsa04024
Q04206	P22612	hsa04024
P17612	P25963	hsa04926|hsa04024
P25963	P17612	hsa04926|hsa04024
P22694	P25963	hsa04926|hsa04024
P25963	P22694	hsa04926|hsa04024
P22612	P25963	hsa04926|hsa04024
P25963	P22612	hsa04926|hsa04024
P17612	Q07869	hsa04024
Q07869	P17612	hsa04024
P22694	Q07869	hsa04024
Q07869	P22694	hsa04024
P22612	Q07869	hsa04024
Q07869	P22612	hsa04024
P17612	O95644	hsa04024
O95644	P17612	hsa04024
P22694	O95644	hsa04024
O95644	P22694	hsa04024
P22612	O95644	hsa04024
O95644	P22612	hsa04024
O14974	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04024|hsa04022
P24844	O14974	hsa04810|hsa04510|hsa04270|hsa04921|hsa04024|hsa04022
P17612	P13569	hsa04976|hsa05110|hsa04024
P13569	P17612	hsa04976|hsa05110|hsa04024
P22694	P13569	hsa04976|hsa05110|hsa04024
P13569	P22694	hsa04976|hsa05110|hsa04024
P22612	P13569	hsa04976|hsa05110|hsa04024
P13569	P22612	hsa04976|hsa05110|hsa04024
P17612	O00168	hsa04024
O00168	P17612	hsa04024
P22694	O00168	hsa04024
O00168	P22694	hsa04024
P22612	O00168	hsa04024
O00168	P22612	hsa04024
O00168	P50993	hsa04024
P50993	O00168	hsa04024
O00168	P54709	hsa04024
P54709	O00168	hsa04024
O00168	P13637	hsa04024
P13637	O00168	hsa04024
O00168	P05023	hsa04024
P05023	O00168	hsa04024
O00168	P14415	hsa04024
P14415	O00168	hsa04024
O00168	Q13733	hsa04024
Q13733	O00168	hsa04024
O00168	P05026	hsa04024
P05026	O00168	hsa04024
O00168	P54710	hsa04024
P54710	O00168	hsa04024
O00168	Q9UN42	hsa04024
Q9UN42	O00168	hsa04024
P17612	Q13370	hsa04024
Q13370	P17612	hsa04024
P17612	Q08499	hsa04024
Q08499	P17612	hsa04024
P17612	Q14432	hsa04024
Q14432	P17612	hsa04024
P17612	Q07343	hsa04024
Q07343	P17612	hsa04024
P17612	P27815	hsa04024
P27815	P17612	hsa04024
P17612	Q08493	hsa04024
Q08493	P17612	hsa04024
P22694	Q13370	hsa04024
Q13370	P22694	hsa04024
P22694	Q08499	hsa04024
Q08499	P22694	hsa04024
P22694	Q14432	hsa04024
Q14432	P22694	hsa04024
P22694	Q07343	hsa04024
Q07343	P22694	hsa04024
P22694	P27815	hsa04024
P27815	P22694	hsa04024
P22694	Q08493	hsa04024
Q08493	P22694	hsa04024
P22612	Q13370	hsa04024
Q13370	P22612	hsa04024
P22612	Q08499	hsa04024
Q08499	P22612	hsa04024
P22612	Q14432	hsa04024
Q14432	P22612	hsa04024
P22612	Q07343	hsa04024
Q07343	P22612	hsa04024
P22612	P27815	hsa04024
P27815	P22612	hsa04024
P22612	Q08493	hsa04024
Q08493	P22612	hsa04024
Q8WWN8	P61586	hsa04015|hsa04024
P61586	Q8WWN8	hsa04015|hsa04024
P17612	P10071	hsa04340|hsa04024
P10071	P17612	hsa04340|hsa04024
P22694	P10071	hsa04340|hsa04024
P10071	P22694	hsa04340|hsa04024
P22612	P10071	hsa04340|hsa04024
P10071	P22612	hsa04340|hsa04024
Q13554	Q13370	hsa04024
Q13370	Q13554	hsa04024
Q13554	Q08499	hsa04024
Q08499	Q13554	hsa04024
Q13554	Q14432	hsa04024
Q14432	Q13554	hsa04024
Q13554	Q07343	hsa04024
Q07343	Q13554	hsa04024
Q13554	P27815	hsa04024
P27815	Q13554	hsa04024
Q13554	Q08493	hsa04024
Q08493	Q13554	hsa04024
Q13557	Q13370	hsa04024
Q13370	Q13557	hsa04024
Q13557	Q08499	hsa04024
Q08499	Q13557	hsa04024
Q13557	Q14432	hsa04024
Q14432	Q13557	hsa04024
Q13557	Q07343	hsa04024
Q07343	Q13557	hsa04024
Q13557	P27815	hsa04024
P27815	Q13557	hsa04024
Q13557	Q08493	hsa04024
Q08493	Q13557	hsa04024
Q16566	Q13370	hsa04024
Q13370	Q16566	hsa04024
Q16566	Q08499	hsa04024
Q08499	Q16566	hsa04024
Q16566	Q14432	hsa04024
Q14432	Q16566	hsa04024
Q16566	Q07343	hsa04024
Q07343	Q16566	hsa04024
Q16566	P27815	hsa04024
P27815	Q16566	hsa04024
Q16566	Q08493	hsa04024
Q08493	Q16566	hsa04024
Q9UQM7	Q13370	hsa04024
Q13370	Q9UQM7	hsa04024
Q9UQM7	Q08499	hsa04024
Q08499	Q9UQM7	hsa04024
Q9UQM7	Q14432	hsa04024
Q14432	Q9UQM7	hsa04024
Q9UQM7	Q07343	hsa04024
Q07343	Q9UQM7	hsa04024
Q9UQM7	P27815	hsa04024
P27815	Q9UQM7	hsa04024
Q9UQM7	Q08493	hsa04024
Q08493	Q9UQM7	hsa04024
Q13555	Q13370	hsa04024
Q13370	Q13555	hsa04024
Q13555	Q08499	hsa04024
Q08499	Q13555	hsa04024
Q13555	Q14432	hsa04024
Q14432	Q13555	hsa04024
Q13555	Q07343	hsa04024
Q07343	Q13555	hsa04024
Q13555	P27815	hsa04024
P27815	Q13555	hsa04024
Q13555	Q08493	hsa04024
Q08493	Q13555	hsa04024
P01222	P16473	hsa04918|hsa04923|hsa04080|hsa04024
P16473	P01222	hsa04918|hsa04923|hsa04080|hsa04024
P01275	P48546	hsa04024
P48546	P01275	hsa04024
P01275	P43220	hsa04080|hsa04911|hsa04024
P43220	P01275	hsa04080|hsa04911|hsa04024
P09681	P48546	hsa04080|hsa04024
P48546	P09681	hsa04080|hsa04024
P09681	Q8TDV5	hsa04911|hsa04024
Q8TDV5	P09681	hsa04911|hsa04024
P01160	P16066	hsa04924|hsa04925|hsa04923|hsa04270|hsa04921|hsa04024|hsa04022
P16066	P01160	hsa04924|hsa04925|hsa04923|hsa04270|hsa04921|hsa04024|hsa04022
P05305	P25101	hsa04924|hsa04080|hsa04270|hsa05200|hsa04024
P25101	P05305	hsa04924|hsa04080|hsa04270|hsa05200|hsa04024
P14138	P25101	hsa04080|hsa04924|hsa04270|hsa04024
P25101	P14138	hsa04080|hsa04924|hsa04270|hsa04024
P61278	P30874	hsa04935|hsa04971|hsa04080|hsa04024
P30874	P61278	hsa04935|hsa04971|hsa04080|hsa04024
P01178	P30559	hsa04921|hsa04080|hsa04024
P30559	P01178	hsa04921|hsa04080|hsa04024
P30559	P50148	hsa04921|hsa04020
P50148	P30559	hsa04921|hsa04020
P50148	P01116	hsa04921|hsa04371
P01116	P50148	hsa04921|hsa04371
P50148	P01111	hsa04921|hsa04371
P01111	P50148	hsa04921|hsa04371
P50148	P01112	hsa04921|hsa04371
P01112	P50148	hsa04921|hsa04371
Q13163	Q13164	hsa04722|hsa04010|hsa04921|hsa04540|hsa05418
Q13164	Q13163	hsa04722|hsa04010|hsa04921|hsa04540|hsa05418
Q32MK0	P60660	hsa04921|hsa04270
P60660	Q32MK0	hsa04921|hsa04270
Q32MK0	P14649	hsa04921|hsa04270
P14649	Q32MK0	hsa04921|hsa04270
Q32MK0	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	Q32MK0	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
Q15746	P60660	hsa04921|hsa04270
P60660	Q15746	hsa04921|hsa04270
Q15746	P14649	hsa04921|hsa04270
P14649	Q15746	hsa04921|hsa04270
Q15746	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	Q15746	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
Q86YV6	P60660	hsa04921|hsa04270
P60660	Q86YV6	hsa04921|hsa04270
Q86YV6	P14649	hsa04921|hsa04270
P14649	Q86YV6	hsa04921|hsa04270
Q86YV6	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	Q86YV6	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
Q9H1R3	P60660	hsa04921|hsa04270
P60660	Q9H1R3	hsa04921|hsa04270
Q9H1R3	P14649	hsa04921|hsa04270
P14649	Q9H1R3	hsa04921|hsa04270
Q9H1R3	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	Q9H1R3	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P05771	P28907	hsa04921
P28907	P05771	hsa04921
P05129	P28907	hsa04921
P28907	P05129	hsa04921
P17252	P28907	hsa04921
P28907	P17252	hsa04921
P05771	O00418	hsa04921
O00418	P05771	hsa04921
P05129	O00418	hsa04921
O00418	P05129	hsa04921
P17252	O00418	hsa04921
O00418	P17252	hsa04921
O00418	P13639	hsa04921|hsa04152
P13639	O00418	hsa04921|hsa04152
Q13554	P29474	hsa04921
P29474	Q13554	hsa04921
Q13557	P29474	hsa04921
P29474	Q13557	hsa04921
Q16566	P29474	hsa04921
P29474	Q16566	hsa04921
Q96NX5	P29474	hsa04921
P29474	Q96NX5	hsa04921
Q9UQM7	P29474	hsa04921
P29474	Q9UQM7	hsa04921
Q13555	P29474	hsa04921
P29474	Q13555	hsa04921
Q8IU85	P29474	hsa04921
P29474	Q8IU85	hsa04921
Q14012	P29474	hsa04921
P29474	Q14012	hsa04921
P27482	Q32MK0	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q32MK0	P27482	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
P27482	Q15746	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q15746	P27482	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
P27482	Q86YV6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q86YV6	P27482	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
P27482	Q9H1R3	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9H1R3	P27482	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9NZT1	Q32MK0	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q32MK0	Q9NZT1	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9NZT1	Q15746	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q15746	Q9NZT1	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9NZT1	Q86YV6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q86YV6	Q9NZT1	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9NZT1	Q9H1R3	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9H1R3	Q9NZT1	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q8TD86	Q32MK0	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q32MK0	Q8TD86	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q8TD86	Q15746	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q15746	Q8TD86	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q8TD86	Q86YV6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q86YV6	Q8TD86	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q8TD86	Q9H1R3	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9H1R3	Q8TD86	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
P0DP23	Q15746	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q15746	P0DP23	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q96GE6	Q32MK0	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q32MK0	Q96GE6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q96GE6	Q15746	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q15746	Q96GE6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q96GE6	Q86YV6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q86YV6	Q96GE6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q96GE6	Q9H1R3	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q9H1R3	Q96GE6	hsa04020|hsa04371|hsa04270|hsa04971|hsa04921|hsa04022
Q13464	Q9BZL4	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
Q9BZL4	Q13464	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
Q13464	O60237	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
O60237	Q13464	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
O75116	Q9BZL4	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
Q9BZL4	O75116	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
O75116	O60237	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
O60237	O75116	hsa04810|hsa04510|hsa04270|hsa04921|hsa05205
Q9BZL4	P60660	hsa04921|hsa04270
P60660	Q9BZL4	hsa04921|hsa04270
Q9BZL4	P14649	hsa04921|hsa04270
P14649	Q9BZL4	hsa04921|hsa04270
Q9BZL4	P24844	hsa04510|hsa04921|hsa04270|hsa04810
P24844	Q9BZL4	hsa04510|hsa04921|hsa04270|hsa04810
P36873	P60660	hsa04921|hsa04270
P60660	P36873	hsa04921|hsa04270
P36873	P14649	hsa04921|hsa04270
P14649	P36873	hsa04921|hsa04270
P36873	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	P36873	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
O60237	P60660	hsa04921|hsa04270
P60660	O60237	hsa04921|hsa04270
O60237	P14649	hsa04921|hsa04270
P14649	O60237	hsa04921|hsa04270
O60237	P24844	hsa04510|hsa04921|hsa04270|hsa04810
P24844	O60237	hsa04510|hsa04921|hsa04270|hsa04810
P62140	P60660	hsa04921|hsa04270
P60660	P62140	hsa04921|hsa04270
P62140	P14649	hsa04921|hsa04270
P14649	P62140	hsa04921|hsa04270
P62140	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	P62140	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P62136	P60660	hsa04921|hsa04270
P60660	P62136	hsa04921|hsa04270
P62136	P14649	hsa04921|hsa04270
P14649	P62136	hsa04921|hsa04270
P62136	P24844	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
P24844	P62136	hsa04810|hsa04510|hsa04270|hsa04921|hsa04022
O14974	P60660	hsa04921|hsa04270
P60660	O14974	hsa04921|hsa04270
O14974	P14649	hsa04921|hsa04270
P14649	O14974	hsa04921|hsa04270
P63261	P60660	hsa04921
P60660	P63261	hsa04921
P63261	P14649	hsa04921
P14649	P63261	hsa04921
P63261	P24844	hsa04510|hsa04921|hsa04670
P24844	P63261	hsa04510|hsa04921|hsa04670
P60709	P60660	hsa04921
P60660	P60709	hsa04921
P60709	P14649	hsa04921
P14649	P60709	hsa04921
P60709	P24844	hsa04510|hsa04921|hsa04670
P24844	P60709	hsa04510|hsa04921|hsa04670
P30559	P63092	hsa04921
P63092	P30559	hsa04921
P30559	O95467	hsa04921
O95467	P30559	hsa04921
P30559	P09471	hsa04921
P09471	P30559	hsa04921
P00533	P28482	hsa04520|hsa04928|hsa04921|hsa05205|hsa04934
P28482	P00533	hsa04520|hsa04928|hsa04921|hsa05205|hsa04934
P00533	P27361	hsa04520|hsa04928|hsa04921|hsa05205|hsa04934
P27361	P00533	hsa04520|hsa04928|hsa04921|hsa05205|hsa04934
P50148	P63252	hsa04921
P63252	P50148	hsa04921
P50148	Q14500	hsa04921
Q14500	P50148	hsa04921
P50148	P48050	hsa04921
P48050	P50148	hsa04921
P50148	Q9UNX9	hsa04921
Q9UNX9	P50148	hsa04921
P30559	P54284	hsa04921
P54284	P30559	hsa04921
P30559	Q9UBN1	hsa04921
Q9UBN1	P30559	hsa04921
P30559	Q9UF02	hsa04921
Q9UF02	P30559	hsa04921
P30559	Q8WXS5	hsa04921
Q8WXS5	P30559	hsa04921
P30559	Q8IZS8	hsa04921
Q8IZS8	P30559	hsa04921
P30559	O00305	hsa04921
O00305	P30559	hsa04921
P30559	Q06432	hsa04921
Q06432	P30559	hsa04921
P30559	Q9NY47	hsa04921
Q9NY47	P30559	hsa04921
P30559	P54289	hsa04921
P54289	P30559	hsa04921
P30559	Q13936	hsa04921
Q13936	P30559	hsa04921
P30559	Q01668	hsa04921
Q01668	P30559	hsa04921
P30559	Q13698	hsa04921
Q13698	P30559	hsa04921
P30559	Q9Y698	hsa04921
Q9Y698	P30559	hsa04921
P30559	Q9BXT2	hsa04921
Q9BXT2	P30559	hsa04921
P30559	Q7Z3S7	hsa04921
Q7Z3S7	P30559	hsa04921
P30559	O60840	hsa04921
O60840	P30559	hsa04921
P30559	P62955	hsa04921
P62955	P30559	hsa04921
P30559	Q02641	hsa04921
Q02641	P30559	hsa04921
P30559	Q08289	hsa04921
Q08289	P30559	hsa04921
P30559	O60359	hsa04921
O60359	P30559	hsa04921
P09471	Q5UE93	hsa05145|hsa04921|hsa04725
Q5UE93	P09471	hsa05145|hsa04921|hsa04725
P09471	P48736	hsa05145|hsa04921|hsa04725
P48736	P09471	hsa05145|hsa04921|hsa04725
P09471	Q8WYR1	hsa05145|hsa04921|hsa04725
Q8WYR1	P09471	hsa05145|hsa04921|hsa04725
P08754	P12931	hsa04921|hsa04062
P12931	P08754	hsa04921|hsa04062
P63096	P12931	hsa04921|hsa04062
P12931	P63096	hsa04921|hsa04062
P04899	P12931	hsa04921|hsa04062
P12931	P04899	hsa04921|hsa04062
Q00722	P00533	hsa04921|hsa04015
P00533	Q00722	hsa04921|hsa04015
Q01970	P00533	hsa04921|hsa04015
P00533	Q01970	hsa04921|hsa04015
Q15147	P00533	hsa04921|hsa04015
P00533	Q15147	hsa04921|hsa04015
Q9NQ66	P00533	hsa04921|hsa04015
P00533	Q9NQ66	hsa04921|hsa04015
P12931	P00533	hsa01521|hsa04012|hsa04921|hsa04540|hsa04912
P00533	P12931	hsa01521|hsa04012|hsa04921|hsa04540|hsa04912
P01160	P20594	hsa04921
P20594	P01160	hsa04921
Q15075	P20339	hsa04145|hsa05152
P20339	Q15075	hsa04145|hsa05152
Q15075	P51148	hsa04145|hsa05152
P51148	Q15075	hsa04145|hsa05152
Q15075	P61020	hsa04145|hsa05152
P61020	Q15075	hsa04145|hsa05152
O43237	P51149	hsa05132|hsa04145
P51149	O43237	hsa05132|hsa04145
O43237	Q96AH8	hsa05132|hsa04145
Q96AH8	O43237	hsa05132|hsa04145
Q9Y6G9	P51149	hsa05132|hsa04145
P51149	Q9Y6G9	hsa05132|hsa04145
Q9Y6G9	Q96AH8	hsa05132|hsa04145
Q96AH8	Q9Y6G9	hsa05132|hsa04145
Q8NCM8	P51149	hsa05132|hsa04145
P51149	Q8NCM8	hsa05132|hsa04145
Q8NCM8	Q96AH8	hsa05132|hsa04145
Q96AH8	Q8NCM8	hsa05132|hsa04145
Q14204	P51149	hsa05132|hsa04145
P51149	Q14204	hsa05132|hsa04145
Q14204	Q96AH8	hsa05132|hsa04145
Q96AH8	Q14204	hsa05132|hsa04145
Q13409	P51149	hsa05132|hsa04145
P51149	Q13409	hsa05132|hsa04145
Q13409	Q96AH8	hsa05132|hsa04145
Q96AH8	Q13409	hsa05132|hsa04145
O14576	P51149	hsa05132|hsa04145
P51149	O14576	hsa05132|hsa04145
O14576	Q96AH8	hsa05132|hsa04145
Q96AH8	O14576	hsa05132|hsa04145
O43237	Q96NA2	hsa05132|hsa04145
Q96NA2	O43237	hsa05132|hsa04145
Q9Y6G9	Q96NA2	hsa05132|hsa04145
Q96NA2	Q9Y6G9	hsa05132|hsa04145
Q8NCM8	Q96NA2	hsa05132|hsa04145
Q96NA2	Q8NCM8	hsa05132|hsa04145
Q14204	Q96NA2	hsa05132|hsa04145
Q96NA2	Q14204	hsa05132|hsa04145
Q13409	Q96NA2	hsa05132|hsa04145
Q96NA2	Q13409	hsa05132|hsa04145
O14576	Q96NA2	hsa05132|hsa04145
Q96NA2	O14576	hsa05132|hsa04145
P51149	Q96NA2	hsa05132|hsa04145
Q96NA2	P51149	hsa05132|hsa04145
Q96AH8	Q96NA2	hsa05132|hsa04145
Q96NA2	Q96AH8	hsa05132|hsa04145
Q71U36	Q13509	hsa04145|hsa05012
Q13509	Q71U36	hsa04145|hsa05012
Q71U36	Q9BVA1	hsa04145|hsa05012
Q9BVA1	Q71U36	hsa04145|hsa05012
Q71U36	P04350	hsa04145|hsa05012
P04350	Q71U36	hsa04145|hsa05012
Q71U36	Q13885	hsa04145|hsa05012
Q13885	Q71U36	hsa04145|hsa05012
Q71U36	Q9BUF5	hsa04145|hsa05012
Q9BUF5	Q71U36	hsa04145|hsa05012
Q71U36	Q3ZCM7	hsa04145|hsa05012
Q3ZCM7	Q71U36	hsa04145|hsa05012
Q71U36	Q9H4B7	hsa04145|hsa05012
Q9H4B7	Q71U36	hsa04145|hsa05012
Q71U36	P07437	hsa04145|hsa05012
P07437	Q71U36	hsa04145|hsa05012
Q71U36	P68371	hsa04145|hsa05012
P68371	Q71U36	hsa04145|hsa05012
P68363	Q13509	hsa04145|hsa05012
Q13509	P68363	hsa04145|hsa05012
P68363	Q9BVA1	hsa04145|hsa05012
Q9BVA1	P68363	hsa04145|hsa05012
P68363	P04350	hsa04145|hsa05012
P04350	P68363	hsa04145|hsa05012
P68363	Q13885	hsa04145|hsa05012
Q13885	P68363	hsa04145|hsa05012
P68363	Q9BUF5	hsa04145|hsa05012
Q9BUF5	P68363	hsa04145|hsa05012
P68363	Q3ZCM7	hsa04145|hsa05012
Q3ZCM7	P68363	hsa04145|hsa05012
P68363	Q9H4B7	hsa04145|hsa05012
Q9H4B7	P68363	hsa04145|hsa05012
P68363	P07437	hsa04145|hsa05012
P07437	P68363	hsa04145|hsa05012
P68363	P68371	hsa04145|hsa05012
P68371	P68363	hsa04145|hsa05012
Q9BQE3	Q13509	hsa04145|hsa05012
Q13509	Q9BQE3	hsa04145|hsa05012
Q9BQE3	Q9BVA1	hsa04145|hsa05012
Q9BVA1	Q9BQE3	hsa04145|hsa05012
Q9BQE3	P04350	hsa04145|hsa05012
P04350	Q9BQE3	hsa04145|hsa05012
Q9BQE3	Q13885	hsa04145|hsa05012
Q13885	Q9BQE3	hsa04145|hsa05012
Q9BQE3	Q9BUF5	hsa04145|hsa05012
Q9BUF5	Q9BQE3	hsa04145|hsa05012
Q9BQE3	Q3ZCM7	hsa04145|hsa05012
