#u	v	pathways
Q92793	P16220	hsa04922|hsa04916|hsa05215|hsa04024
O43889	Q09472	hsa04922|hsa04916|hsa05215|hsa04024
Q09472	O43889	hsa04922|hsa04916|hsa05215|hsa04024
O43889	Q92793	hsa04922|hsa04916|hsa05215|hsa04024
Q92793	O43889	hsa04922|hsa04916|hsa05215|hsa04024
Q8TEY5	Q09472	hsa04922|hsa04916|hsa05215|hsa04024
Q09472	Q8TEY5	hsa04922|hsa04916|hsa05215|hsa04024
Q8TEY5	Q92793	hsa04922|hsa04916|hsa05215|hsa04024
Q92793	Q8TEY5	hsa04922|hsa04916|hsa05215|hsa04024
P15336	Q09472	hsa04922
Q09472	P15336	hsa04922
P15336	Q92793	hsa04922
Q92793	P15336	hsa04922
P18848	Q09472	hsa04922|hsa05215|hsa04720
Q09472	P18848	hsa04922|hsa05215|hsa04720
P18848	Q92793	hsa04922|hsa05215|hsa04720
Q92793	P18848	hsa04922|hsa05215|hsa04720
Q96BA8	Q09472	hsa04922|hsa04916|hsa05215|hsa04024
Q09472	Q96BA8	hsa04922|hsa04916|hsa05215|hsa04024
Q96BA8	Q92793	hsa04922|hsa04916|hsa05215|hsa04024
Q92793	Q96BA8	hsa04922|hsa04916|hsa05215|hsa04024
Q68CJ9	Q09472	hsa04922|hsa04916|hsa05215|hsa04024
Q09472	Q68CJ9	hsa04922|hsa04916|hsa05215|hsa04024
Q68CJ9	Q92793	hsa04922|hsa04916|hsa05215|hsa04024
Q92793	Q68CJ9	hsa04922|hsa04916|hsa05215|hsa04024
Q02930	Q09472	hsa04922|hsa05215|hsa04024
Q09472	Q02930	hsa04922|hsa05215|hsa04024
Q02930	Q92793	hsa04922|hsa05215|hsa04024
Q92793	Q02930	hsa04922|hsa05215|hsa04024
Q70SY1	Q09472	hsa04922|hsa04916|hsa05215|hsa04024
Q09472	Q70SY1	hsa04922|hsa04916|hsa05215|hsa04024
Q70SY1	Q92793	hsa04922|hsa04916|hsa05215|hsa04024
Q92793	Q70SY1	hsa04922|hsa04916|hsa05215|hsa04024
Q53ET0	Q09472	hsa04922
Q09472	Q53ET0	hsa04922
Q53ET0	Q92793	hsa04922
Q92793	Q53ET0	hsa04922
Q9UBK2	Q07869	hsa04922|hsa04931
Q07869	Q9UBK2	hsa04922|hsa04931
P01275	P47871	hsa04922|hsa04080
P47871	P01275	hsa04922|hsa04080
P47871	P63092	hsa04922
P63092	P47871	hsa04922
P47871	O95467	hsa04922
O95467	P47871	hsa04922
P17612	Q14573	hsa04922|hsa04270|hsa04911
Q14573	P17612	hsa04922|hsa04270|hsa04911
P17612	Q14643	hsa04922|hsa04270
Q14643	P17612	hsa04922|hsa04270
P17612	Q14571	hsa04922|hsa04270
Q14571	P17612	hsa04922|hsa04270
P22694	Q14573	hsa04922|hsa04270|hsa04911
Q14573	P22694	hsa04922|hsa04270|hsa04911
P22694	Q14643	hsa04922|hsa04270
Q14643	P22694	hsa04922|hsa04270
P22694	Q14571	hsa04922|hsa04270
Q14571	P22694	hsa04922|hsa04270
P22612	Q14573	hsa04922|hsa04270|hsa04911
Q14573	P22612	hsa04922|hsa04270|hsa04911
P22612	Q14643	hsa04922|hsa04270
Q14643	P22612	hsa04922|hsa04270
P22612	Q14571	hsa04922|hsa04270
Q14571	P22612	hsa04922|hsa04270
P17612	P16118	hsa04922
P16118	P17612	hsa04922
P22694	P16118	hsa04922
P16118	P22694	hsa04922
P22612	P16118	hsa04922
P16118	P22612	hsa04922
P17612	P46019	hsa04922
P46019	P17612	hsa04922
P17612	Q93100	hsa04922
Q93100	P17612	hsa04922
P17612	P15735	hsa04922
P15735	P17612	hsa04922
P17612	P46020	hsa04922
P46020	P17612	hsa04922
P17612	Q16816	hsa04922
Q16816	P17612	hsa04922
P22694	P46019	hsa04922
P46019	P22694	hsa04922
P22694	Q93100	hsa04922
Q93100	P22694	hsa04922
P22694	P15735	hsa04922
P15735	P22694	hsa04922
P22694	P46020	hsa04922
P46020	P22694	hsa04922
P22694	Q16816	hsa04922
Q16816	P22694	hsa04922
P22612	P46019	hsa04922
P46019	P22612	hsa04922
P22612	Q93100	hsa04922
Q93100	P22612	hsa04922
P22612	P15735	hsa04922
P15735	P22612	hsa04922
P22612	P46020	hsa04922
P46020	P22612	hsa04922
P22612	Q16816	hsa04922
Q16816	P22612	hsa04922
P17612	P27482	hsa04922
P27482	P17612	hsa04922
P17612	Q9NZT1	hsa04922
Q9NZT1	P17612	hsa04922
P17612	Q8TD86	hsa04922
Q8TD86	P17612	hsa04922
P17612	Q96GE6	hsa04922
Q96GE6	P17612	hsa04922
P22694	P27482	hsa04922
P27482	P22694	hsa04922
P22694	Q9NZT1	hsa04922
Q9NZT1	P22694	hsa04922
P22694	Q8TD86	hsa04922
Q8TD86	P22694	hsa04922
P22694	Q96GE6	hsa04922
Q96GE6	P22694	hsa04922
P22612	P27482	hsa04922
P27482	P22612	hsa04922
P22612	Q9NZT1	hsa04922
Q9NZT1	P22612	hsa04922
P22612	Q8TD86	hsa04922
Q8TD86	P22612	hsa04922
P22612	Q96GE6	hsa04922
Q96GE6	P22612	hsa04922
P17612	Q9H0K1	hsa04922
Q9H0K1	P17612	hsa04922
P22694	Q9H0K1	hsa04922
Q9H0K1	P22694	hsa04922
P22612	Q9H0K1	hsa04922
Q9H0K1	P22612	hsa04922
Q9H0K1	Q53ET0	hsa04922
Q53ET0	Q9H0K1	hsa04922
Q6IN85	Q53ET0	hsa04922
Q53ET0	Q6IN85	hsa04922
P60510	Q53ET0	hsa04922
Q53ET0	P60510	hsa04922
Q5MIZ7	Q53ET0	hsa04922
Q53ET0	Q5MIZ7	hsa04922
P17612	P54646	hsa04922|hsa04140
P54646	P17612	hsa04922|hsa04140
P17612	Q13131	hsa04922|hsa04140
Q13131	P17612	hsa04922|hsa04140
P22694	P54646	hsa04922|hsa04140
P54646	P22694	hsa04922|hsa04140
P22694	Q13131	hsa04922|hsa04140
Q13131	P22694	hsa04922|hsa04140
P22612	P54646	hsa04922|hsa04140
P54646	P22612	hsa04922|hsa04140
P22612	Q13131	hsa04922|hsa04140
Q13131	P22612	hsa04922|hsa04140
P57059	Q53ET0	hsa04922
Q53ET0	P57059	hsa04922
Q99873	Q12778	hsa04922|hsa04068
Q12778	Q99873	hsa04922|hsa04068
P17612	P13807	hsa04922
P13807	P17612	hsa04922
P17612	P54840	hsa04922
P54840	P17612	hsa04922
P22694	P13807	hsa04922
P13807	P22694	hsa04922
P22694	P54840	hsa04922
P54840	P22694	hsa04922
P22612	P13807	hsa04922
P13807	P22612	hsa04922
P22612	P54840	hsa04922
P54840	P22612	hsa04922
P17612	P14618	hsa04922
P14618	P17612	hsa04922
P22694	P14618	hsa04922
P14618	P22694	hsa04922
P22612	P14618	hsa04922
P14618	P22612	hsa04922
P47871	P50148	hsa04922
P50148	P47871	hsa04922
P63098	Q53ET0	hsa04922
Q53ET0	P63098	hsa04922
P16298	Q53ET0	hsa04922
Q53ET0	P16298	hsa04922
Q08209	Q53ET0	hsa04922
Q53ET0	Q08209	hsa04922
P48454	Q53ET0	hsa04922
Q53ET0	P48454	hsa04922
Q96LZ3	Q53ET0	hsa04922
Q53ET0	Q96LZ3	hsa04922
P04798	Q9Y2Q3	hsa05204|hsa00980
Q9Y2Q3	P04798	hsa05204|hsa00980
P01225	P43116	hsa04024
P43116	P01225	hsa04024
P01225	P16473	hsa04024
P16473	P01225	hsa04024
P01225	P50406	hsa04024
P50406	P01225	hsa04024
P01225	Q01718	hsa04024
Q01718	P01225	hsa04024
P01225	P23945	hsa04913|hsa04080|hsa04024
P23945	P01225	hsa04913|hsa04080|hsa04024
P01225	P29274	hsa04024
P29274	P01225	hsa04024
P01225	P21728	hsa04024
P21728	P01225	hsa04024
P01225	P41586	hsa04024
P41586	P01225	hsa04024
P01225	Q13639	hsa04024
Q13639	P01225	hsa04024
P01225	P41587	hsa04024
P41587	P01225	hsa04024
P01225	P48546	hsa04024
P48546	P01225	hsa04024
P01225	Q8TDV5	hsa04024
Q8TDV5	P01225	hsa04024
P01225	P08588	hsa04024
P08588	P01225	hsa04024
P01225	P21918	hsa04024
P21918	P01225	hsa04024
P01225	P16066	hsa04024
P16066	P01225	hsa04024
P01225	P43220	hsa04024
P43220	P01225	hsa04024
P01215	P16473	hsa04918|hsa04923|hsa04080|hsa04024
P16473	P01215	hsa04918|hsa04923|hsa04080|hsa04024
P01215	P23945	hsa04913|hsa04080|hsa04024
P23945	P01215	hsa04913|hsa04080|hsa04024
P01215	P22888	hsa04913|hsa04080|hsa04024|hsa04917
P22888	P01215	hsa04913|hsa04080|hsa04024|hsa04917
P01303	Q9BXA5	hsa04024
Q9BXA5	P01303	hsa04024
P01303	Q8TDS4	hsa04024
Q8TDS4	P01303	hsa04024
P01303	P08172	hsa04024
P08172	P01303	hsa04024
P01303	P30939	hsa04024
P30939	P01303	hsa04024
P01303	P30872	hsa04024
P30872	P01303	hsa04024
P01303	P28222	hsa04024
P28222	P01303	hsa04024
P01303	P49019	hsa04024
P49019	P01303	hsa04024
P01303	P30559	hsa04024
P30559	P01303	hsa04024
P01303	P28566	hsa04024
P28566	P01303	hsa04024
P01303	P25929	hsa04923|hsa04080|hsa04024
P25929	P01303	hsa04923|hsa04080|hsa04024
P01303	P07550	hsa04024
P07550	P01303	hsa04024
P01303	Q92847	hsa04024
Q92847	P01303	hsa04024
P01303	O75899	hsa04024
O75899	P01303	hsa04024
P01303	P25101	hsa04024
P25101	P01303	hsa04024
P01303	P43115	hsa04024
P43115	P01303	hsa04024
P01303	Q9UBS5	hsa04024
Q9UBS5	P01303	hsa04024
P01303	P35346	hsa04024
P35346	P01303	hsa04024
P01303	P30874	hsa04024
P30874	P01303	hsa04024
P01303	P14416	hsa04024
P14416	P01303	hsa04024
P01303	P08908	hsa04024
P08908	P01303	hsa04024
P01303	P28221	hsa04024
P28221	P01303	hsa04024
P01303	O15552	hsa04024
O15552	P01303	hsa04024
P01303	P30542	hsa04024
P30542	P01303	hsa04024
P01303	Q9BXC0	hsa04024
Q9BXC0	P01303	hsa04024
P01303	P11229	hsa04024
P11229	P01303	hsa04024
Q9UBU3	Q9BXA5	hsa04024
Q9BXA5	Q9UBU3	hsa04024
Q9UBU3	Q8TDS4	hsa04024
Q8TDS4	Q9UBU3	hsa04024
Q9UBU3	P08172	hsa04024
P08172	Q9UBU3	hsa04024
Q9UBU3	P30939	hsa04024
P30939	Q9UBU3	hsa04024
Q9UBU3	P30872	hsa04024
P30872	Q9UBU3	hsa04024
Q9UBU3	P28222	hsa04024
P28222	Q9UBU3	hsa04024
Q9UBU3	P49019	hsa04024
P49019	Q9UBU3	hsa04024
Q9UBU3	P30559	hsa04024
P30559	Q9UBU3	hsa04024
Q9UBU3	P28566	hsa04024
P28566	Q9UBU3	hsa04024
Q9UBU3	P25929	hsa04024
P25929	Q9UBU3	hsa04024
Q9UBU3	P07550	hsa04024
P07550	Q9UBU3	hsa04024
Q9UBU3	Q92847	hsa04080|hsa04935|hsa04024
Q92847	Q9UBU3	hsa04080|hsa04935|hsa04024
Q9UBU3	O75899	hsa04024
O75899	Q9UBU3	hsa04024
Q9UBU3	P25101	hsa04024
P25101	Q9UBU3	hsa04024
Q9UBU3	P43115	hsa04024
P43115	Q9UBU3	hsa04024
Q9UBU3	Q9UBS5	hsa04024
Q9UBS5	Q9UBU3	hsa04024
Q9UBU3	P35346	hsa04024
P35346	Q9UBU3	hsa04024
Q9UBU3	P30874	hsa04024
P30874	Q9UBU3	hsa04024
Q9UBU3	P14416	hsa04024
P14416	Q9UBU3	hsa04024
Q9UBU3	P08908	hsa04024
P08908	Q9UBU3	hsa04024
Q9UBU3	P28221	hsa04024
P28221	Q9UBU3	hsa04024
Q9UBU3	O15552	hsa04024
O15552	Q9UBU3	hsa04024
Q9UBU3	P30542	hsa04024
P30542	Q9UBU3	hsa04024
Q9UBU3	Q9BXC0	hsa04024
Q9BXC0	Q9UBU3	hsa04024
Q9UBU3	P11229	hsa04024
P11229	Q9UBU3	hsa04024
P43116	P63092	hsa05163|hsa04924|hsa04024|hsa04750
P63092	P43116	hsa05163|hsa04924|hsa04024|hsa04750
P43116	O95467	hsa05163|hsa04924|hsa04024|hsa04750
O95467	P43116	hsa05163|hsa04924|hsa04024|hsa04750
P16473	P63092	hsa04918|hsa04923|hsa04024
P63092	P16473	hsa04918|hsa04923|hsa04024
P16473	O95467	hsa04918|hsa04923|hsa04024
O95467	P16473	hsa04918|hsa04923|hsa04024
P50406	P63092	hsa04726|hsa04020|hsa04024
P63092	P50406	hsa04726|hsa04020|hsa04024
P50406	O95467	hsa04726|hsa04020|hsa04024
O95467	P50406	hsa04726|hsa04020|hsa04024
P23945	P63092	hsa04913|hsa04024
P63092	P23945	hsa04913|hsa04024
P23945	O95467	hsa04913|hsa04024
O95467	P23945	hsa04913|hsa04024
Q13639	P63092	hsa04726|hsa04020|hsa04024
P63092	Q13639	hsa04726|hsa04020|hsa04024
Q13639	O95467	hsa04726|hsa04020|hsa04024
O95467	Q13639	hsa04726|hsa04020|hsa04024
P41587	P63092	hsa04024
P63092	P41587	hsa04024
P41587	O95467	hsa04024
O95467	P41587	hsa04024
P48546	P63092	hsa04024
P63092	P48546	hsa04024
P48546	O95467	hsa04024
O95467	P48546	hsa04024
Q8TDV5	P63092	hsa04911|hsa04024
P63092	Q8TDV5	hsa04911|hsa04024
Q8TDV5	O95467	hsa04911|hsa04024
O95467	Q8TDV5	hsa04911|hsa04024
P16066	P63092	hsa04024
P63092	P16066	hsa04024
P16066	O95467	hsa04024
O95467	P16066	hsa04024
P22888	P63092	hsa04913|hsa04024
P63092	P22888	hsa04913|hsa04024
P22888	O95467	hsa04913|hsa04024
O95467	P22888	hsa04913|hsa04024
P43220	P63092	hsa04911|hsa04024
P63092	P43220	hsa04911|hsa04024
P43220	O95467	hsa04911|hsa04024
O95467	P43220	hsa04911|hsa04024
Q9BXA5	P08754	hsa04024
P08754	Q9BXA5	hsa04024
Q9BXA5	P63096	hsa04024
P63096	Q9BXA5	hsa04024
Q9BXA5	P04899	hsa04024
P04899	Q9BXA5	hsa04024
Q8TDS4	P08754	hsa04024
P08754	Q8TDS4	hsa04024
Q8TDS4	P63096	hsa04024
P63096	Q8TDS4	hsa04024
Q8TDS4	P04899	hsa04024
P04899	Q8TDS4	hsa04024
P08172	P08754	hsa04725|hsa04024
P08754	P08172	hsa04725|hsa04024
P08172	P63096	hsa04725|hsa04024
P63096	P08172	hsa04725|hsa04024
P08172	P04899	hsa04725|hsa04024
P04899	P08172	hsa04725|hsa04024
P30939	P08754	hsa04726|hsa04024
P08754	P30939	hsa04726|hsa04024
P30939	P63096	hsa04726|hsa04024
P63096	P30939	hsa04726|hsa04024
P30939	P04899	hsa04726|hsa04024
P04899	P30939	hsa04726|hsa04024
P30872	P08754	hsa04935|hsa04024
P08754	P30872	hsa04935|hsa04024
P30872	P63096	hsa04935|hsa04024
P63096	P30872	hsa04935|hsa04024
P30872	P04899	hsa04935|hsa04024
P04899	P30872	hsa04935|hsa04024
P28222	P08754	hsa04726|hsa04024
P08754	P28222	hsa04726|hsa04024
P28222	P63096	hsa04726|hsa04024
P63096	P28222	hsa04726|hsa04024
P28222	P04899	hsa04726|hsa04024
P04899	P28222	hsa04726|hsa04024
P49019	P08754	hsa04024
P08754	P49019	hsa04024
P49019	P63096	hsa04024
P63096	P49019	hsa04024
P49019	P04899	hsa04024
P04899	P49019	hsa04024
P30559	P08754	hsa04921|hsa04024
P08754	P30559	hsa04921|hsa04024
P30559	P63096	hsa04921|hsa04024
P63096	P30559	hsa04921|hsa04024
P30559	P04899	hsa04921|hsa04024
P04899	P30559	hsa04921|hsa04024
P28566	P08754	hsa04726|hsa04024
P08754	P28566	hsa04726|hsa04024
P28566	P63096	hsa04726|hsa04024
P63096	P28566	hsa04726|hsa04024
P28566	P04899	hsa04726|hsa04024
P04899	P28566	hsa04726|hsa04024
P25929	P08754	hsa04923|hsa04024
P08754	P25929	hsa04923|hsa04024
P25929	P63096	hsa04923|hsa04024
P63096	P25929	hsa04923|hsa04024
P25929	P04899	hsa04923|hsa04024
P04899	P25929	hsa04923|hsa04024
Q92847	P08754	hsa04024
P08754	Q92847	hsa04024
Q92847	P63096	hsa04024
P63096	Q92847	hsa04024
Q92847	P04899	hsa04024
P04899	Q92847	hsa04024
P25101	P08754	hsa04024
P08754	P25101	hsa04024
P25101	P63096	hsa04024
P63096	P25101	hsa04024
P25101	P04899	hsa04024
P04899	P25101	hsa04024
P43115	P08754	hsa04923|hsa05163|hsa04024
P08754	P43115	hsa04923|hsa05163|hsa04024
P43115	P63096	hsa04923|hsa05163|hsa04024
P63096	P43115	hsa04923|hsa05163|hsa04024
P43115	P04899	hsa04923|hsa05163|hsa04024
P04899	P43115	hsa04923|hsa05163|hsa04024
P35346	P08754	hsa04935|hsa04024
P08754	P35346	hsa04935|hsa04024
P35346	P63096	hsa04935|hsa04024
P63096	P35346	hsa04935|hsa04024
P35346	P04899	hsa04935|hsa04024
P04899	P35346	hsa04935|hsa04024
P30874	P08754	hsa04971|hsa04935|hsa04024
P08754	P30874	hsa04971|hsa04935|hsa04024
P30874	P63096	hsa04971|hsa04935|hsa04024
P63096	P30874	hsa04971|hsa04935|hsa04024
P30874	P04899	hsa04971|hsa04935|hsa04024
P04899	P30874	hsa04971|hsa04935|hsa04024
P08908	P08754	hsa04726|hsa04024
P08754	P08908	hsa04726|hsa04024
P08908	P63096	hsa04726|hsa04024
P63096	P08908	hsa04726|hsa04024
P08908	P04899	hsa04726|hsa04024
P04899	P08908	hsa04726|hsa04024
P28221	P08754	hsa04726|hsa04024
P08754	P28221	hsa04726|hsa04024
P28221	P63096	hsa04726|hsa04024
P63096	P28221	hsa04726|hsa04024
P28221	P04899	hsa04726|hsa04024
P04899	P28221	hsa04726|hsa04024
O15552	P08754	hsa04024
P08754	O15552	hsa04024
O15552	P63096	hsa04024
P63096	O15552	hsa04024
O15552	P04899	hsa04024
P04899	O15552	hsa04024
P30542	P08754	hsa04924|hsa04923|hsa04071|hsa04024|hsa04022
P08754	P30542	hsa04924|hsa04923|hsa04071|hsa04024|hsa04022
P30542	P63096	hsa04924|hsa04923|hsa04071|hsa04024|hsa04022
P63096	P30542	hsa04924|hsa04923|hsa04071|hsa04024|hsa04022
P30542	P04899	hsa04924|hsa04923|hsa04071|hsa04024|hsa04022
P04899	P30542	hsa04924|hsa04923|hsa04071|hsa04024|hsa04022
Q9BXC0	P08754	hsa04024
P08754	Q9BXC0	hsa04024
Q9BXC0	P63096	hsa04024
P63096	Q9BXC0	hsa04024
Q9BXC0	P04899	hsa04024
P04899	Q9BXC0	hsa04024
P11229	P08754	hsa04024
P08754	P11229	hsa04024
P11229	P63096	hsa04024
P63096	P11229	hsa04024
P11229	P04899	hsa04024
P04899	P11229	hsa04024
Q8WZA2	P62070	hsa04072|hsa04024
P62070	Q8WZA2	hsa04072|hsa04024
Q8WZA2	P10301	hsa04072|hsa04024
P10301	Q8WZA2	hsa04072|hsa04024
O95398	P62070	hsa04072|hsa04024
P62070	O95398	hsa04072|hsa04024
O95398	P10301	hsa04072|hsa04024
P10301	O95398	hsa04072|hsa04024
P62070	Q13393	hsa04072|hsa04024
Q13393	P62070	hsa04072|hsa04024
P62070	O14939	hsa04072|hsa04024
O14939	P62070	hsa04072|hsa04024
P10301	Q13393	hsa04072|hsa04024
Q13393	P10301	hsa04072|hsa04024
P10301	O14939	hsa04072|hsa04024
O14939	P10301	hsa04072|hsa04024
P62070	Q9P212	hsa04014|hsa04024
Q9P212	P62070	hsa04014|hsa04024
P10301	Q9P212	hsa04014|hsa04015|hsa04024
Q9P212	P10301	hsa04014|hsa04015|hsa04024
Q8WZA2	P45983	hsa04024
P45983	Q8WZA2	hsa04024
Q8WZA2	P53779	hsa04024
P53779	Q8WZA2	hsa04024
Q8WZA2	P45984	hsa04024
P45984	Q8WZA2	hsa04024
O95398	P45983	hsa04024
P45983	O95398	hsa04024
O95398	P53779	hsa04024
P53779	O95398	hsa04024
O95398	P45984	hsa04024
P45984	O95398	hsa04024
Q8WZA2	P61224	hsa04015|hsa04670|hsa04024
P61224	Q8WZA2	hsa04015|hsa04670|hsa04024
Q8WZA2	P62834	hsa04015|hsa04670|hsa04024
P62834	Q8WZA2	hsa04015|hsa04670|hsa04024
O95398	P61224	hsa04720|hsa04015|hsa04670|hsa04024
P61224	O95398	hsa04720|hsa04015|hsa04670|hsa04024
O95398	P62834	hsa04720|hsa04015|hsa04670|hsa04024
P62834	O95398	hsa04720|hsa04015|hsa04670|hsa04024
P61224	Q9P212	hsa04015|hsa04024
Q9P212	P61224	hsa04015|hsa04024
P62834	Q9P212	hsa04015|hsa04024
Q9P212	P62834	hsa04015|hsa04024
P61224	Q13009	hsa04015|hsa04024
Q13009	P61224	hsa04015|hsa04024
P62834	Q13009	hsa04015|hsa04024
Q13009	P62834	hsa04015|hsa04024
P61224	P52735	hsa04015|hsa04024
P52735	P61224	hsa04015|hsa04024
P61224	P15498	hsa04015|hsa04024
P15498	P61224	hsa04015|hsa04024
P61224	Q9UKW4	hsa04015|hsa04024
Q9UKW4	P61224	hsa04015|hsa04024
P62834	P52735	hsa04015|hsa04024
P52735	P62834	hsa04015|hsa04024
P62834	P15498	hsa04015|hsa04024
P15498	P62834	hsa04015|hsa04024
P62834	Q9UKW4	hsa04015|hsa04024
Q9UKW4	P62834	hsa04015|hsa04024
Q13009	P60763	hsa04810|hsa04062|hsa04014|hsa04015|hsa04024
P60763	Q13009	hsa04810|hsa04062|hsa04014|hsa04015|hsa04024
Q13009	P63000	hsa04810|hsa04530|hsa04062|hsa04014|hsa04015|hsa05205|hsa04024
P63000	Q13009	hsa04810|hsa04530|hsa04062|hsa04014|hsa04015|hsa05205|hsa04024
Q13009	P15153	hsa04810|hsa04062|hsa04014|hsa04015|hsa04024
P15153	Q13009	hsa04810|hsa04062|hsa04014|hsa04015|hsa04024
P60763	Q13153	hsa04360|hsa04810|hsa04010|hsa05170|hsa04510|hsa04062|hsa04014|hsa04650|hsa04024
Q13153	P60763	hsa04360|hsa04810|hsa04010|hsa05170|hsa04510|hsa04062|hsa04014|hsa04650|hsa04024
P15153	Q13153	hsa04360|hsa04810|hsa04010|hsa05170|hsa04510|hsa04062|hsa04014|hsa04650|hsa04666|hsa04024
Q13153	P15153	hsa04360|hsa04810|hsa04010|hsa05170|hsa04510|hsa04062|hsa04014|hsa04650|hsa04666|hsa04024
P61224	Q8WWN8	hsa04015|hsa04024
Q8WWN8	P61224	hsa04015|hsa04024
P62834	Q8WWN8	hsa04015|hsa04024
Q8WWN8	P62834	hsa04015|hsa04024
P61224	P55196	hsa04015|hsa04670|hsa04024
P55196	P61224	hsa04015|hsa04670|hsa04024
P62834	P55196	hsa04530|hsa04015|hsa04670|hsa04024
P55196	P62834	hsa04530|hsa04015|hsa04670|hsa04024
P61224	O00459	hsa04015|hsa04024
O00459	P61224	hsa04015|hsa04024
P61224	Q92569	hsa04015|hsa04024
Q92569	P61224	hsa04015|hsa04024
P61224	O00329	hsa04015|hsa04024
O00329	P61224	hsa04015|hsa04024
P61224	P42338	hsa04015|hsa04024
P42338	P61224	hsa04015|hsa04024
P61224	P27986	hsa04015|hsa04024
P27986	P61224	hsa04015|hsa04024
P61224	P42336	hsa04015|hsa04024
P42336	P61224	hsa04015|hsa04024
P62834	O00459	hsa04015|hsa04024
O00459	P62834	hsa04015|hsa04024
P62834	Q92569	hsa04015|hsa04024
Q92569	P62834	hsa04015|hsa04024
P62834	O00329	hsa04015|hsa04024
O00329	P62834	hsa04015|hsa04024
P62834	P42338	hsa04015|hsa04024
P42338	P62834	hsa04015|hsa04024
P62834	P27986	hsa04015|hsa04024
P27986	P62834	hsa04015|hsa04024
P62834	P42336	hsa04015|hsa04024
P42336	P62834	hsa04015|hsa04024
P61224	P15056	hsa04722|hsa04720|hsa04010|hsa04510|hsa04015|hsa04024|hsa04934
P15056	P61224	hsa04722|hsa04720|hsa04010|hsa04510|hsa04015|hsa04024|hsa04934
P62834	P15056	hsa04722|hsa04720|hsa04010|hsa04510|hsa04015|hsa04024|hsa04934
P15056	P62834	hsa04722|hsa04720|hsa04010|hsa04510|hsa04015|hsa04024|hsa04934
P61224	P04049	hsa04720|hsa04024
P04049	P61224	hsa04720|hsa04024
P62834	P04049	hsa04720|hsa04024
P04049	P62834	hsa04720|hsa04024
P17612	P48436	hsa04024
P48436	P17612	hsa04024
P22694	P48436	hsa04024
P48436	P22694	hsa04024
P22612	P48436	hsa04024
P48436	P22612	hsa04024
P17612	Q96D31	hsa04024
Q96D31	P17612	hsa04024
P22694	Q96D31	hsa04024
Q96D31	P22694	hsa04024
P22612	Q96D31	hsa04024
Q96D31	P22612	hsa04024
P27482	O60266	hsa04015|hsa04020|hsa04024
O60266	P27482	hsa04015|hsa04020|hsa04024
P27482	P40145	hsa04720|hsa04015|hsa04020|hsa04024
P40145	P27482	hsa04720|hsa04015|hsa04020|hsa04024
P27482	Q08828	hsa04720|hsa04015|hsa04020|hsa04024
Q08828	P27482	hsa04720|hsa04015|hsa04020|hsa04024
P27482	O95622	hsa04015|hsa04024
O95622	P27482	hsa04015|hsa04024
P27482	Q08462	hsa04015|hsa04024
Q08462	P27482	hsa04015|hsa04024
P27482	O60503	hsa04015|hsa04024
O60503	P27482	hsa04015|hsa04024
P27482	Q8NFM4	hsa04015|hsa04024
Q8NFM4	P27482	hsa04015|hsa04024
P27482	O43306	hsa04015|hsa04024
O43306	P27482	hsa04015|hsa04024
P27482	P51828	hsa04015|hsa04024
P51828	P27482	hsa04015|hsa04024
Q9NZT1	O60266	hsa04015|hsa04020|hsa04024
O60266	Q9NZT1	hsa04015|hsa04020|hsa04024
Q9NZT1	P40145	hsa04720|hsa04015|hsa04020|hsa04024
P40145	Q9NZT1	hsa04720|hsa04015|hsa04020|hsa04024
Q9NZT1	Q08828	hsa04720|hsa04015|hsa04020|hsa04024
Q08828	Q9NZT1	hsa04720|hsa04015|hsa04020|hsa04024
Q9NZT1	O95622	hsa04015|hsa04024
O95622	Q9NZT1	hsa04015|hsa04024
Q9NZT1	Q08462	hsa04015|hsa04024
Q08462	Q9NZT1	hsa04015|hsa04024
Q9NZT1	O60503	hsa04015|hsa04024
O60503	Q9NZT1	hsa04015|hsa04024
Q9NZT1	Q8NFM4	hsa04015|hsa04024
Q8NFM4	Q9NZT1	hsa04015|hsa04024
Q9NZT1	O43306	hsa04015|hsa04024
O43306	Q9NZT1	hsa04015|hsa04024
Q9NZT1	P51828	hsa04015|hsa04024
P51828	Q9NZT1	hsa04015|hsa04024
Q8TD86	O60266	hsa04015|hsa04020|hsa04024
O60266	Q8TD86	hsa04015|hsa04020|hsa04024
Q8TD86	P40145	hsa04720|hsa04015|hsa04020|hsa04024
P40145	Q8TD86	hsa04720|hsa04015|hsa04020|hsa04024
Q8TD86	Q08828	hsa04720|hsa04015|hsa04020|hsa04024
Q08828	Q8TD86	hsa04720|hsa04015|hsa04020|hsa04024
Q8TD86	O95622	hsa04015|hsa04024
O95622	Q8TD86	hsa04015|hsa04024
Q8TD86	Q08462	hsa04015|hsa04024
Q08462	Q8TD86	hsa04015|hsa04024
Q8TD86	O60503	hsa04015|hsa04024
O60503	Q8TD86	hsa04015|hsa04024
Q8TD86	Q8NFM4	hsa04015|hsa04024
Q8NFM4	Q8TD86	hsa04015|hsa04024
Q8TD86	O43306	hsa04015|hsa04024
O43306	Q8TD86	hsa04015|hsa04024
Q8TD86	P51828	hsa04015|hsa04024
P51828	Q8TD86	hsa04015|hsa04024
P0DP24	P40145	hsa04720|hsa04015|hsa04020|hsa04024
P40145	P0DP24	hsa04720|hsa04015|hsa04020|hsa04024
